trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.7, 'e': 40.750000000000526}",25,0,-166.4497793669866,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
186,False,"{'a': 0.7, 'e': 40.70000000000053}",25,0,-129.33789009391384,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
187,False,"{'a': 0.7, 'e': 40.65000000000053}",25,0,-63.48031122650604,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
188,False,"{'a': 0.7, 'e': 40.600000000000534}",20,0,-54.93336448167751,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
189,False,"{'a': 0.7, 'e': 40.55000000000054}",30,0,-209.58483954890661,"{0: 11, 1: 10, 2: 5, 3: 2, 4: 2}",0
190,False,"{'a': 0.7, 'e': 40.50000000000054}",25,0,-72.68187448536315,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
191,False,"{'a': 0.7, 'e': 40.45000000000054}",20,0,-159.92788067232948,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
192,False,"{'a': 0.7, 'e': 40.400000000000546}",20,0,-96.95062723362332,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
193,False,"{'a': 0.7, 'e': 40.35000000000055}",20,0,-103.91391177591659,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
194,False,"{'a': 0.7, 'e': 40.30000000000055}",25,0,-92.39901271594866,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
195,False,"{'a': 0.7, 'e': 40.250000000000554}",25,0,-104.33715131020733,"{0: 16, 1: 4, 2: 1, 3: 3, 4: 1}",0
196,False,"{'a': 0.7, 'e': 40.20000000000056}",20,0,-152.1195789179708,"{0: 8, 1: 6, 2: 3, 3: 1, 4: 2}",0
197,False,"{'a': 0.7, 'e': 40.15000000000056}",25,0,-142.03482085613723,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
198,False,"{'a': 0.7, 'e': 40.10000000000056}",25,0,-178.14255120364135,"{0: 12, 1: 1, 2: 8, 3: 3, 4: 1}",0
199,False,"{'a': 0.7, 'e': 40.050000000000566}",35,0,-166.45483411479202,"{0: 23, 1: 3, 2: 6, 3: 0, 4: 3}",1
200,False,"{'a': 0.7, 'e': 40.00000000000057}",20,4,-70.64543946515651,"{0: 9, 1: 2, 2: 3, 3: 2, 4: 0}",1
201,False,"{'a': 0.7, 'e': 39.95000000000057}",20,0,-68.68092185063786,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
202,False,"{'a': 0.7, 'e': 39.900000000000574}",30,0,-165.5939827670248,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
203,False,"{'a': 0.7, 'e': 39.85000000000058}",35,0,-235.27699871682265,"{0: 19, 1: 3, 2: 8, 3: 2, 4: 3}",0
204,False,"{'a': 0.7, 'e': 39.80000000000058}",25,0,-113.86885671636264,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
205,False,"{'a': 0.7, 'e': 39.75000000000058}",20,12,-79.3784535339854,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 2}",1
206,False,"{'a': 0.7, 'e': 39.700000000000585}",25,0,-180.92612996371227,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
207,False,"{'a': 0.7, 'e': 39.65000000000059}",30,0,-219.1270152876466,"{0: 14, 1: 5, 2: 7, 3: 1, 4: 3}",0
208,False,"{'a': 0.7, 'e': 39.60000000000059}",20,0,-182.158279273968,"{0: 8, 1: 6, 2: 2, 3: 1, 4: 3}",0
209,False,"{'a': 0.7, 'e': 39.550000000000594}",20,0,-60.526536826721696,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
210,False,"{'a': 0.7, 'e': 39.5000000000006}",20,0,-77.24664661533032,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
211,False,"{'a': 0.7, 'e': 39.4500000000006}",20,0,-142.1919431635975,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
212,False,"{'a': 0.7, 'e': 39.4000000000006}",20,0,-44.99521579852755,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
213,False,"{'a': 0.7, 'e': 39.350000000000605}",20,0,-72.36901209159495,"{0: 13, 1: 3, 2: 1, 3: 3, 4: 0}",0
214,False,"{'a': 0.7, 'e': 39.30000000000061}",25,0,-115.09245474885518,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
215,False,"{'a': 0.7, 'e': 39.25000000000061}",20,0,-111.78169601583119,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
216,False,"{'a': 0.7, 'e': 39.200000000000614}",20,0,-58.722574639991585,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
217,False,"{'a': 0.7, 'e': 39.15000000000062}",25,0,-51.258719981592854,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
218,False,"{'a': 0.7, 'e': 39.10000000000062}",25,0,-93.66446344795006,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
219,False,"{'a': 0.7, 'e': 39.05000000000062}",20,0,-50.338426008190915,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
220,False,"{'a': 0.7, 'e': 39.000000000000625}",25,0,-138.3198761168075,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
221,False,"{'a': 0.7, 'e': 38.95000000000063}",30,0,-158.81550622040345,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
222,False,"{'a': 0.7, 'e': 38.90000000000063}",25,0,-96.46391988732836,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
223,False,"{'a': 0.7, 'e': 38.850000000000634}",30,11,-32.7149788052872,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 0}",1
224,False,"{'a': 0.7, 'e': 38.80000000000064}",20,0,-88.42719391226636,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
225,False,"{'a': 0.7, 'e': 38.75000000000064}",30,0,-110.09332079377135,"{0: 19, 1: 6, 2: 2, 3: 2, 4: 1}",0
226,False,"{'a': 0.7, 'e': 38.70000000000064}",20,0,-123.26859401117767,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
227,False,"{'a': 0.7, 'e': 38.650000000000645}",25,0,-79.74690164787818,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
228,False,"{'a': 0.7, 'e': 38.60000000000065}",20,0,-102.54896403739917,"{0: 9, 1: 5, 2: 5, 3: 0, 4: 1}",0
229,False,"{'a': 0.7, 'e': 38.55000000000065}",20,13,-22.802517720026756,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 0}",1
230,False,"{'a': 0.7, 'e': 38.500000000000654}",30,0,-188.48567955927217,"{0: 16, 1: 4, 2: 6, 3: 2, 4: 2}",0
231,False,"{'a': 0.7, 'e': 38.45000000000066}",20,0,-85.27127949825396,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
232,False,"{'a': 0.7, 'e': 38.40000000000066}",20,0,-131.41857218885738,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
233,False,"{'a': 0.7, 'e': 38.35000000000066}",25,0,-116.97648808790836,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
234,False,"{'a': 0.7, 'e': 38.300000000000665}",25,0,-18.469446770582472,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
235,False,"{'a': 0.7, 'e': 38.25000000000067}",25,0,-246.55765230287966,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 5}",0
236,False,"{'a': 0.7, 'e': 38.20000000000067}",25,0,-132.33959575545595,"{0: 15, 1: 6, 2: 0, 3: 2, 4: 2}",0
237,False,"{'a': 0.7, 'e': 38.150000000000674}",30,0,-74.1074748587173,"{0: 20, 1: 1, 2: 9, 3: 0, 4: 0}",0
238,False,"{'a': 0.7, 'e': 38.100000000000676}",20,0,-57.03249694061683,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
239,False,"{'a': 0.7, 'e': 38.05000000000068}",20,0,-110.90307862209025,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
240,False,"{'a': 0.7, 'e': 38.00000000000068}",25,0,-238.2841282434681,"{0: 11, 1: 2, 2: 8, 3: 0, 4: 4}",0
241,False,"{'a': 0.7, 'e': 37.950000000000685}",20,0,-106.44675927796722,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
242,False,"{'a': 0.7, 'e': 37.90000000000069}",20,0,-115.70275134153172,"{0: 8, 1: 5, 2: 6, 3: 0, 4: 1}",0
243,False,"{'a': 0.7, 'e': 37.85000000000069}",25,0,-107.52094055403823,"{0: 14, 1: 3, 2: 5, 3: 3, 4: 0}",0
244,False,"{'a': 0.7, 'e': 37.80000000000069}",20,0,-105.78429731220625,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
245,False,"{'a': 0.7, 'e': 37.750000000000696}",25,0,-102.11041940363923,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
246,False,"{'a': 0.7, 'e': 37.7000000000007}",20,0,-167.26077822761337,"{0: 8, 1: 5, 2: 3, 3: 2, 4: 2}",0
247,False,"{'a': 0.7, 'e': 37.6500000000007}",20,0,-131.9248785565311,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
248,False,"{'a': 0.7, 'e': 37.600000000000705}",20,0,-118.90781828947705,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
249,False,"{'a': 0.7, 'e': 37.55000000000071}",25,0,-72.4591479371779,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
250,False,"{'a': 0.7, 'e': 37.50000000000071}",30,0,-131.0944580119538,"{0: 18, 1: 2, 2: 6, 3: 4, 4: 0}",0
251,False,"{'a': 0.7, 'e': 37.45000000000071}",20,0,-112.10803102466228,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
252,False,"{'a': 0.7, 'e': 37.400000000000716}",30,0,-256.02649203042256,"{0: 15, 1: 3, 2: 7, 3: 1, 4: 4}",0
253,False,"{'a': 0.7, 'e': 37.35000000000072}",25,0,-76.05650500974998,"{0: 17, 1: 3, 2: 2, 3: 3, 4: 0}",0
254,False,"{'a': 0.7, 'e': 37.30000000000072}",25,13,-45.21827280378987,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 0}",1
255,False,"{'a': 0.7, 'e': 37.250000000000725}",20,0,-92.29049385398946,"{0: 12, 1: 4, 2: 1, 3: 2, 4: 1}",0
256,False,"{'a': 0.7, 'e': 37.20000000000073}",25,0,-199.24132277404468,"{0: 12, 1: 5, 2: 4, 3: 1, 4: 3}",0
257,False,"{'a': 0.7, 'e': 37.15000000000073}",25,0,-177.10631080474118,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
258,False,"{'a': 0.7, 'e': 37.10000000000073}",20,0,-79.402581302438,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
259,False,"{'a': 0.7, 'e': 37.050000000000736}",20,0,-81.54601717009568,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
260,False,"{'a': 0.7, 'e': 37.00000000000074}",25,0,-123.66290961064217,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
261,False,"{'a': 0.7, 'e': 36.95000000000074}",25,0,-126.84897444007645,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
262,False,"{'a': 0.7, 'e': 36.900000000000745}",20,7,-105.53205811255076,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 2}",1
263,False,"{'a': 0.7, 'e': 36.85000000000075}",25,0,-158.67220579278353,"{0: 11, 1: 6, 2: 6, 3: 0, 4: 2}",0
264,False,"{'a': 0.7, 'e': 36.80000000000075}",20,0,-124.99239135610101,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
265,False,"{'a': 0.7, 'e': 36.75000000000075}",30,0,-81.2941437380059,"{0: 18, 1: 6, 2: 5, 3: 1, 4: 0}",0
266,False,"{'a': 0.7, 'e': 36.700000000000756}",20,0,-24.28397606127766,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
267,False,"{'a': 0.7, 'e': 36.65000000000076}",35,0,-232.47153917852063,"{0: 21, 1: 2, 2: 5, 3: 4, 4: 3}",0
268,False,"{'a': 0.7, 'e': 36.60000000000076}",25,0,-79.93952846755876,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
269,False,"{'a': 0.7, 'e': 36.550000000000765}",25,0,-97.71574139027538,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
270,False,"{'a': 0.7, 'e': 36.50000000000077}",20,0,-65.54357991245476,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
271,False,"{'a': 0.7, 'e': 36.45000000000077}",35,0,-88.09229071272524,"{0: 22, 1: 5, 2: 7, 3: 1, 4: 0}",0
272,False,"{'a': 0.7, 'e': 36.40000000000077}",25,0,-39.59510294579166,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
273,False,"{'a': 0.7, 'e': 36.350000000000776}",20,0,-161.53444430970873,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
274,False,"{'a': 0.7, 'e': 36.30000000000078}",30,0,-144.70333867052244,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 2}",0
275,False,"{'a': 0.7, 'e': 36.25000000000078}",25,0,-114.8938278049743,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
276,False,"{'a': 0.7, 'e': 36.200000000000784}",20,0,-227.87870231459186,"{0: 5, 1: 5, 2: 6, 3: 1, 4: 3}",0
277,False,"{'a': 0.7, 'e': 36.15000000000079}",30,0,-114.99334178700914,"{0: 16, 1: 5, 2: 7, 3: 2, 4: 0}",0
278,False,"{'a': 0.7, 'e': 36.10000000000079}",20,0,-206.23855371160755,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
279,False,"{'a': 0.7, 'e': 36.05000000000079}",25,0,-59.667579791464846,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
280,False,"{'a': 0.7, 'e': 36.000000000000796}",30,0,-172.67628656311422,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
281,False,"{'a': 0.7, 'e': 35.9500000000008}",35,0,-152.8822878246226,"{0: 23, 1: 5, 2: 2, 3: 3, 4: 2}",0
282,False,"{'a': 0.7, 'e': 35.9000000000008}",30,0,-129.1358253510295,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
283,False,"{'a': 0.7, 'e': 35.850000000000804}",20,0,-187.18370560985136,"{0: 9, 1: 0, 2: 6, 3: 3, 4: 2}",0
284,False,"{'a': 0.7, 'e': 35.80000000000081}",25,0,-159.24026644755997,"{0: 12, 1: 5, 2: 5, 3: 1, 4: 2}",0
285,False,"{'a': 0.7, 'e': 35.75000000000081}",20,0,-87.82177571600324,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
286,False,"{'a': 0.7, 'e': 35.70000000000081}",25,0,-100.53789184644832,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
287,False,"{'a': 0.7, 'e': 35.650000000000816}",20,0,-144.7685826230375,"{0: 8, 1: 6, 2: 3, 3: 1, 4: 2}",0
288,False,"{'a': 0.7, 'e': 35.60000000000082}",25,9,-109.35502849958694,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 2}",1
289,False,"{'a': 0.7, 'e': 35.55000000000082}",30,0,-85.86663077235445,"{0: 18, 1: 5, 2: 6, 3: 1, 4: 0}",0
290,False,"{'a': 0.7, 'e': 35.500000000000824}",30,0,-140.4848488089017,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
291,False,"{'a': 0.7, 'e': 35.45000000000083}",25,0,-193.44462746028356,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
292,False,"{'a': 0.7, 'e': 35.40000000000083}",30,21,-5.842674513018163,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.7, 'e': 35.35000000000083}",25,14,5.833488043178686,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.7, 'e': 35.300000000000836}",25,0,-154.9560343181019,"{0: 12, 1: 4, 2: 5, 3: 3, 4: 1}",0
295,False,"{'a': 0.7, 'e': 35.25000000000084}",30,0,-162.4999598603615,"{0: 18, 1: 4, 2: 4, 3: 2, 4: 2}",0
296,False,"{'a': 0.7, 'e': 35.20000000000084}",30,0,-167.8634112361022,"{0: 17, 1: 5, 2: 4, 3: 2, 4: 2}",0
297,False,"{'a': 0.7, 'e': 35.150000000000844}",25,0,-132.51087521585472,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
298,False,"{'a': 0.7, 'e': 35.10000000000085}",20,0,-148.7339042114754,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
299,False,"{'a': 0.7, 'e': 35.05000000000085}",25,0,-57.52264564621419,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
300,False,"{'a': 0.7, 'e': 35.00000000000085}",20,0,-52.673685606444536,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
301,False,"{'a': 0.7, 'e': 34.950000000000855}",30,0,-142.51023097721043,"{0: 16, 1: 7, 2: 4, 3: 2, 4: 1}",0
302,False,"{'a': 0.7, 'e': 34.90000000000086}",25,0,-199.5719570578393,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
303,False,"{'a': 0.7, 'e': 34.85000000000086}",20,0,-115.73958451410753,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
304,False,"{'a': 0.7, 'e': 34.800000000000864}",25,0,-127.6818748853261,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
305,False,"{'a': 0.7, 'e': 34.75000000000087}",25,0,-221.0002927629394,"{0: 12, 1: 1, 2: 7, 3: 2, 4: 3}",0
306,False,"{'a': 0.7, 'e': 34.70000000000087}",20,0,-90.4682693925782,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
307,False,"{'a': 0.7, 'e': 34.65000000000087}",25,0,-107.23147522942796,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
308,False,"{'a': 0.7, 'e': 34.600000000000875}",25,0,-316.3192657490259,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 7}",0
309,False,"{'a': 0.7, 'e': 34.55000000000088}",20,0,-195.9863269873005,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 4}",0
310,False,"{'a': 0.7, 'e': 34.50000000000088}",20,0,-154.2154887876829,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
311,False,"{'a': 0.7, 'e': 34.450000000000884}",25,0,-86.52499850273054,"{0: 13, 1: 3, 2: 9, 3: 0, 4: 0}",0
312,False,"{'a': 0.7, 'e': 34.40000000000089}",25,0,-148.91517400517066,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
313,False,"{'a': 0.7, 'e': 34.35000000000089}",20,0,-141.9846530780906,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
314,False,"{'a': 0.7, 'e': 34.30000000000089}",25,0,-167.01613899817147,"{0: 12, 1: 5, 2: 5, 3: 1, 4: 2}",0
315,False,"{'a': 0.7, 'e': 34.250000000000895}",20,0,-48.51046797600069,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
316,False,"{'a': 0.7, 'e': 34.2000000000009}",30,0,-213.96883696232163,"{0: 12, 1: 5, 2: 6, 3: 7, 4: 0}",0
317,False,"{'a': 0.7, 'e': 34.1500000000009}",25,0,-135.11594414354042,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
318,False,"{'a': 0.7, 'e': 34.100000000000904}",20,2,-110.6839764075153,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 2}",1
319,False,"{'a': 0.7, 'e': 34.05000000000091}",30,0,-159.63520249671495,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
320,False,"{'a': 0.7, 'e': 34.00000000000091}",20,0,-88.70158171498508,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
321,False,"{'a': 0.7, 'e': 33.95000000000091}",25,0,-76.46620156491443,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
322,False,"{'a': 0.7, 'e': 33.900000000000915}",20,0,-101.71720697662991,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
323,False,"{'a': 0.7, 'e': 33.85000000000092}",30,0,-165.70484852288695,"{0: 15, 1: 5, 2: 8, 3: 0, 4: 2}",0
324,False,"{'a': 0.7, 'e': 33.80000000000092}",25,0,-122.08571998081376,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
325,False,"{'a': 0.7, 'e': 33.750000000000924}",30,0,-241.63787220293835,"{0: 14, 1: 2, 2: 9, 3: 2, 4: 3}",0
326,False,"{'a': 0.7, 'e': 33.70000000000093}",25,0,-195.05120731206594,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
327,False,"{'a': 0.7, 'e': 33.65000000000093}",20,0,-111.33519693664583,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
328,False,"{'a': 0.7, 'e': 33.60000000000093}",30,0,-132.70203662447997,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
329,False,"{'a': 0.7, 'e': 33.550000000000935}",20,0,-102.09471035292333,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
330,False,"{'a': 0.7, 'e': 33.50000000000094}",25,0,-143.21741147813714,"{0: 11, 1: 4, 2: 9, 3: 0, 4: 1}",0
331,False,"{'a': 0.7, 'e': 33.45000000000094}",20,0,-79.90483412890104,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
332,False,"{'a': 0.7, 'e': 33.400000000000944}",30,0,-184.96249383826054,"{0: 14, 1: 5, 2: 7, 3: 3, 4: 1}",0
333,False,"{'a': 0.7, 'e': 33.350000000000946}",30,0,-193.55952398591896,"{0: 12, 1: 6, 2: 8, 3: 3, 4: 1}",0
334,False,"{'a': 0.7, 'e': 33.30000000000095}",25,0,-150.18481624602552,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
335,False,"{'a': 0.7, 'e': 33.25000000000095}",20,0,-169.1316556575494,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
336,False,"{'a': 0.7, 'e': 33.200000000000955}",20,0,-85.99986682824832,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
337,False,"{'a': 0.7, 'e': 33.15000000000096}",20,0,-145.31577617158393,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
338,False,"{'a': 0.7, 'e': 33.10000000000096}",25,0,-75.8582855979406,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
339,False,"{'a': 0.7, 'e': 33.05000000000096}",20,0,-82.36198761214578,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
340,False,"{'a': 0.7, 'e': 33.000000000000966}",20,0,-48.93852755201413,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
341,False,"{'a': 0.7, 'e': 32.95000000000097}",20,0,-34.98101933283834,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
342,False,"{'a': 0.7, 'e': 32.90000000000097}",20,0,-125.80984780401391,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
343,False,"{'a': 0.7, 'e': 32.850000000000975}",20,0,-113.65937647994716,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
344,False,"{'a': 0.7, 'e': 32.80000000000098}",30,0,-128.35243857240147,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
345,False,"{'a': 0.7, 'e': 32.75000000000098}",30,0,-153.10639581732804,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
346,False,"{'a': 0.7, 'e': 32.70000000000098}",20,0,-115.89003257435745,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
347,False,"{'a': 0.7, 'e': 32.650000000000986}",25,0,-171.92643559918858,"{0: 13, 1: 0, 2: 10, 3: 0, 4: 2}",0
348,False,"{'a': 0.7, 'e': 32.60000000000099}",25,17,-4.383276802945776,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.7, 'e': 32.55000000000099}",30,0,-133.56796835155785,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
350,False,"{'a': 0.7, 'e': 32.500000000000995}",20,6,-54.62172370198301,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
351,False,"{'a': 0.7, 'e': 32.450000000001}",35,0,-235.13289211391682,"{0: 19, 1: 6, 2: 5, 3: 1, 4: 4}",0
352,False,"{'a': 0.7, 'e': 32.400000000001}",25,0,-104.28503957851551,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
353,False,"{'a': 0.7, 'e': 32.350000000001}",30,0,-124.07536575923254,"{0: 15, 1: 6, 2: 7, 3: 2, 4: 0}",0
354,False,"{'a': 0.7, 'e': 32.300000000001006}",25,0,-104.6077073236727,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
355,False,"{'a': 0.7, 'e': 32.25000000000101}",20,0,-160.62851319894236,"{0: 9, 1: 5, 2: 3, 3: 0, 4: 3}",0
356,False,"{'a': 0.7, 'e': 32.20000000000101}",30,0,-127.55997190862674,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
357,False,"{'a': 0.7, 'e': 32.150000000001015}",30,0,-243.82357711396278,"{0: 17, 1: 2, 2: 5, 3: 2, 4: 4}",0
358,False,"{'a': 0.7, 'e': 32.10000000000102}",20,0,-48.215331558058196,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
359,False,"{'a': 0.7, 'e': 32.05000000000102}",35,0,-184.0528016633023,"{0: 21, 1: 5, 2: 6, 3: 0, 4: 3}",0
360,False,"{'a': 0.7, 'e': 32.00000000000102}",20,0,-77.37729660966286,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
361,False,"{'a': 0.7, 'e': 31.950000000001022}",25,0,-49.741334117813786,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
362,False,"{'a': 0.7, 'e': 31.90000000000102}",30,0,-144.57633930029363,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
363,False,"{'a': 0.7, 'e': 31.85000000000102}",25,10,-53.753169827478665,"{0: 8, 1: 1, 2: 6, 3: 0, 4: 0}",1
364,False,"{'a': 0.7, 'e': 31.80000000000102}",20,8,-28.309971391930524,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
365,False,"{'a': 0.7, 'e': 31.75000000000102}",25,0,-191.74927645217338,"{0: 11, 1: 5, 2: 6, 3: 0, 4: 3}",0
366,False,"{'a': 0.7, 'e': 31.70000000000102}",25,0,-124.2658111583737,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
367,False,"{'a': 0.7, 'e': 31.650000000001018}",20,5,-40.137430761356995,"{0: 11, 1: 2, 2: 0, 3: 2, 4: 0}",1
368,False,"{'a': 0.7, 'e': 31.600000000001017}",30,0,-149.53342101515653,"{0: 15, 1: 5, 2: 8, 3: 1, 4: 1}",0
369,False,"{'a': 0.7, 'e': 31.550000000001017}",30,0,-107.94316123863484,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",0
370,False,"{'a': 0.7, 'e': 31.500000000001016}",20,0,-56.4230988496851,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
