trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
371,False,"{'a': 0.7, 'e': 31.450000000001015}",20,0,-195.67110129493133,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
372,False,"{'a': 0.7, 'e': 31.400000000001015}",35,0,-189.9481577354562,"{0: 20, 1: 4, 2: 8, 3: 0, 4: 3}",0
373,False,"{'a': 0.7, 'e': 31.350000000001014}",30,0,-197.30967043965683,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 4}",0
374,False,"{'a': 0.7, 'e': 31.300000000001013}",30,0,-186.26038735406865,"{0: 16, 1: 4, 2: 5, 3: 3, 4: 2}",0
375,False,"{'a': 0.7, 'e': 31.250000000001013}",20,0,-158.31214418400373,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
376,False,"{'a': 0.7, 'e': 31.200000000001012}",20,0,-145.09900258526565,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
377,False,"{'a': 0.7, 'e': 31.15000000000101}",25,0,-144.6063044628351,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
378,False,"{'a': 0.7, 'e': 31.10000000000101}",25,0,-193.53491634040157,"{0: 9, 1: 6, 2: 6, 3: 2, 4: 2}",0
379,False,"{'a': 0.7, 'e': 31.05000000000101}",25,0,-168.00021228340503,"{0: 14, 1: 0, 2: 6, 3: 4, 4: 1}",0
380,False,"{'a': 0.7, 'e': 31.00000000000101}",20,0,-125.96248548211739,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
381,False,"{'a': 0.7, 'e': 30.95000000000101}",30,0,-154.76749656547335,"{0: 20, 1: 3, 2: 2, 3: 3, 4: 2}",0
382,False,"{'a': 0.7, 'e': 30.900000000001008}",20,0,-122.32736099549686,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
383,False,"{'a': 0.7, 'e': 30.850000000001007}",20,0,-227.4966674310178,"{0: 8, 1: 0, 2: 6, 3: 3, 4: 3}",0
384,False,"{'a': 0.7, 'e': 30.800000000001006}",25,0,-171.7639041292766,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
385,False,"{'a': 0.7, 'e': 30.750000000001005}",20,0,-73.79905737581426,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
386,False,"{'a': 0.7, 'e': 30.700000000001005}",25,0,-261.2439442063403,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 6}",0
387,False,"{'a': 0.7, 'e': 30.650000000001004}",20,0,-111.72465232312716,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
388,False,"{'a': 0.7, 'e': 30.600000000001003}",25,11,-83.07226554059208,"{0: 7, 1: 4, 2: 1, 3: 1, 4: 1}",1
389,False,"{'a': 0.7, 'e': 30.550000000001003}",25,0,-187.14845570624675,"{0: 15, 1: 1, 2: 4, 3: 2, 4: 3}",0
390,False,"{'a': 0.7, 'e': 30.500000000001002}",25,0,-149.73006579094397,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
391,False,"{'a': 0.7, 'e': 30.450000000001}",20,0,-64.89448443699882,"{0: 15, 1: 0, 2: 2, 3: 3, 4: 0}",0
392,False,"{'a': 0.7, 'e': 30.400000000001}",25,0,-86.38485302416039,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
393,False,"{'a': 0.7, 'e': 30.350000000001}",30,0,-175.39956614509504,"{0: 19, 1: 1, 2: 7, 3: 0, 4: 3}",0
394,False,"{'a': 0.7, 'e': 30.300000000001}",20,0,-124.71446011267554,"{0: 7, 1: 3, 2: 8, 3: 2, 4: 0}",0
395,False,"{'a': 0.7, 'e': 30.250000000001}",25,0,-125.67790019567106,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
396,False,"{'a': 0.7, 'e': 30.200000000000998}",30,0,-197.39760481204328,"{0: 17, 1: 4, 2: 5, 3: 1, 4: 3}",0
397,False,"{'a': 0.7, 'e': 30.150000000000997}",20,0,-107.89056809550776,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
398,False,"{'a': 0.7, 'e': 30.100000000000996}",35,0,-195.09832130402245,"{0: 21, 1: 4, 2: 7, 3: 0, 4: 3}",0
399,False,"{'a': 0.7, 'e': 30.050000000000995}",25,17,-20.48188031782911,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
400,False,"{'a': 0.7, 'e': 30.000000000000995}",20,0,-8.220763616042197,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
401,False,"{'a': 0.7, 'e': 29.950000000000994}",35,0,-176.78381663893597,"{0: 20, 1: 4, 2: 7, 3: 3, 4: 1}",0
402,False,"{'a': 0.7, 'e': 29.900000000000993}",20,0,-104.79135732889473,"{0: 8, 1: 5, 2: 5, 3: 2, 4: 0}",0
403,False,"{'a': 0.7, 'e': 29.850000000000993}",25,0,-134.79096457099024,"{0: 11, 1: 3, 2: 9, 3: 2, 4: 0}",0
404,False,"{'a': 0.7, 'e': 29.800000000000992}",25,17,-58.28995233725128,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 1}",1
405,False,"{'a': 0.7, 'e': 29.75000000000099}",25,0,-134.37534628896887,"{0: 11, 1: 4, 2: 9, 3: 0, 4: 1}",0
406,False,"{'a': 0.7, 'e': 29.70000000000099}",30,3,-111.84584518185929,"{0: 15, 1: 4, 2: 7, 3: 0, 4: 1}",1
407,False,"{'a': 0.7, 'e': 29.65000000000099}",30,12,-70.93686137118455,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 0}",1
408,False,"{'a': 0.7, 'e': 29.60000000000099}",25,5,-122.18459061818669,"{0: 9, 1: 2, 2: 6, 3: 3, 4: 0}",1
409,False,"{'a': 0.7, 'e': 29.55000000000099}",25,0,-92.39922712052197,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
410,False,"{'a': 0.7, 'e': 29.500000000000988}",25,0,-101.69942226445222,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
411,False,"{'a': 0.7, 'e': 29.450000000000987}",20,0,-68.55611134415246,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
412,False,"{'a': 0.7, 'e': 29.400000000000986}",20,0,-109.66118918284236,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
413,False,"{'a': 0.7, 'e': 29.350000000000986}",20,11,-45.88616009599792,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
414,False,"{'a': 0.7, 'e': 29.300000000000985}",25,0,-72.14627739014509,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
415,False,"{'a': 0.7, 'e': 29.250000000000984}",20,0,-118.88848030634243,"{0: 7, 1: 7, 2: 5, 3: 0, 4: 1}",0
416,False,"{'a': 0.7, 'e': 29.200000000000983}",25,0,-85.84286079340652,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
417,False,"{'a': 0.7, 'e': 29.150000000000983}",30,0,-132.37850312493345,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
418,False,"{'a': 0.7, 'e': 29.100000000000982}",30,18,-71.969271106917,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 1}",1
419,False,"{'a': 0.7, 'e': 29.05000000000098}",25,4,-90.14520862622537,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 1}",1
420,False,"{'a': 0.7, 'e': 29.00000000000098}",35,0,-203.9767450671303,"{0: 20, 1: 0, 2: 12, 3: 1, 4: 2}",0
421,False,"{'a': 0.7, 'e': 28.95000000000098}",20,0,-192.0828177728115,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
422,False,"{'a': 0.7, 'e': 28.90000000000098}",30,0,-99.26576376456266,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
423,False,"{'a': 0.7, 'e': 28.85000000000098}",30,0,-175.97119897300354,"{0: 15, 1: 5, 2: 7, 3: 1, 4: 2}",0
424,False,"{'a': 0.7, 'e': 28.800000000000978}",20,0,-31.345117936250613,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
425,False,"{'a': 0.7, 'e': 28.750000000000977}",20,0,-139.26730231796793,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
426,False,"{'a': 0.7, 'e': 28.700000000000976}",20,0,-65.64235660516059,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
427,False,"{'a': 0.7, 'e': 28.650000000000976}",20,0,-195.9755558622539,"{0: 8, 1: 3, 2: 5, 3: 1, 4: 3}",0
428,False,"{'a': 0.7, 'e': 28.600000000000975}",20,0,-169.66644306623533,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
429,False,"{'a': 0.7, 'e': 28.550000000000974}",30,0,-96.50716957351605,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
430,False,"{'a': 0.7, 'e': 28.500000000000973}",25,0,-181.44685916010965,"{0: 10, 1: 7, 2: 4, 3: 2, 4: 2}",0
431,False,"{'a': 0.7, 'e': 28.450000000000973}",30,0,-177.51786988810085,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
432,False,"{'a': 0.7, 'e': 28.400000000000972}",35,0,-82.97362856361299,"{0: 21, 1: 7, 2: 7, 3: 0, 4: 0}",0
433,False,"{'a': 0.7, 'e': 28.35000000000097}",20,0,-73.6006401622428,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
434,False,"{'a': 0.7, 'e': 28.30000000000097}",20,3,-72.25568179070349,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
435,False,"{'a': 0.7, 'e': 28.25000000000097}",20,0,-94.40266436068868,"{0: 9, 1: 7, 2: 3, 3: 0, 4: 1}",0
436,False,"{'a': 0.7, 'e': 28.20000000000097}",25,4,-157.2722953117911,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 2}",1
437,False,"{'a': 0.7, 'e': 28.15000000000097}",30,0,-150.66905803874306,"{0: 16, 1: 3, 2: 10, 3: 0, 4: 1}",0
438,False,"{'a': 0.7, 'e': 28.100000000000968}",20,0,-135.66240720698588,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
439,False,"{'a': 0.7, 'e': 28.050000000000967}",30,0,-97.93482685261232,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
440,False,"{'a': 0.7, 'e': 28.000000000000966}",20,0,-119.60484293684945,"{0: 8, 1: 4, 2: 5, 3: 3, 4: 0}",0
441,False,"{'a': 0.7, 'e': 27.950000000000966}",20,0,-79.05080626678557,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
442,False,"{'a': 0.7, 'e': 27.900000000000965}",25,0,-168.12559579046555,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
443,False,"{'a': 0.7, 'e': 27.850000000000964}",20,0,-112.9026060070462,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
444,False,"{'a': 0.7, 'e': 27.800000000000963}",20,0,-100.72527077638505,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
445,False,"{'a': 0.7, 'e': 27.750000000000963}",30,0,-100.66601558459261,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
446,False,"{'a': 0.7, 'e': 27.700000000000962}",25,3,-44.97985935584272,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 0}",1
447,False,"{'a': 0.7, 'e': 27.65000000000096}",25,0,-147.7054768228256,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
448,False,"{'a': 0.7, 'e': 27.60000000000096}",20,0,-155.56658632900542,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
449,False,"{'a': 0.7, 'e': 27.55000000000096}",30,0,-202.3060061806936,"{0: 17, 1: 4, 2: 4, 3: 2, 4: 3}",0
450,False,"{'a': 0.7, 'e': 27.50000000000096}",20,0,-46.24524978820888,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
451,False,"{'a': 0.7, 'e': 27.45000000000096}",30,20,-59.972816920230834,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
452,False,"{'a': 0.7, 'e': 27.400000000000958}",20,0,-92.53467014455033,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
453,False,"{'a': 0.7, 'e': 27.350000000000957}",20,0,-152.47660486818728,"{0: 9, 1: 2, 2: 5, 3: 3, 4: 1}",0
454,False,"{'a': 0.7, 'e': 27.300000000000956}",20,0,-141.96158393462198,"{0: 8, 1: 2, 2: 8, 3: 1, 4: 1}",0
455,False,"{'a': 0.7, 'e': 27.250000000000956}",30,0,-74.83153919945897,"{0: 19, 1: 5, 2: 5, 3: 1, 4: 0}",0
456,False,"{'a': 0.7, 'e': 27.200000000000955}",20,10,-15.294684455624882,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
457,False,"{'a': 0.7, 'e': 27.150000000000954}",20,0,0.7440256475570534,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
458,False,"{'a': 0.7, 'e': 27.100000000000954}",20,0,-117.61663510447627,"{0: 10, 1: 0, 2: 9, 3: 0, 4: 1}",0
459,False,"{'a': 0.7, 'e': 27.050000000000953}",20,3,-105.21878003863604,"{0: 7, 1: 3, 2: 6, 3: 0, 4: 1}",1
460,False,"{'a': 0.7, 'e': 27.000000000000952}",30,0,-114.29587030875216,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
461,False,"{'a': 0.7, 'e': 26.95000000000095}",20,0,-25.858132062403534,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
462,False,"{'a': 0.7, 'e': 26.90000000000095}",20,0,-55.4213212484483,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
463,False,"{'a': 0.7, 'e': 26.85000000000095}",30,0,-161.5585689469856,"{0: 17, 1: 1, 2: 10, 3: 0, 4: 2}",0
464,False,"{'a': 0.7, 'e': 26.80000000000095}",20,0,-153.30422022383343,"{0: 9, 1: 0, 2: 8, 3: 2, 4: 1}",0
465,False,"{'a': 0.7, 'e': 26.75000000000095}",25,0,-155.16160305961333,"{0: 11, 1: 2, 2: 8, 3: 4, 4: 0}",0
466,False,"{'a': 0.7, 'e': 26.700000000000948}",35,0,-141.59847864983544,"{0: 20, 1: 5, 2: 8, 3: 1, 4: 1}",0
467,False,"{'a': 0.7, 'e': 26.650000000000947}",25,0,-106.54371709076334,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
468,False,"{'a': 0.7, 'e': 26.600000000000946}",25,0,-190.0589245961392,"{0: 12, 1: 4, 2: 4, 3: 3, 4: 2}",0
469,False,"{'a': 0.7, 'e': 26.550000000000946}",25,0,-28.8580274500383,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
470,False,"{'a': 0.7, 'e': 26.500000000000945}",20,0,-89.16361918210228,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
471,False,"{'a': 0.7, 'e': 26.450000000000944}",30,0,-153.39164675637187,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
472,False,"{'a': 0.7, 'e': 26.400000000000944}",35,7,-141.20824452751344,"{0: 16, 1: 6, 2: 3, 3: 1, 4: 2}",1
473,False,"{'a': 0.7, 'e': 26.350000000000943}",20,0,-48.58119429880752,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
474,False,"{'a': 0.7, 'e': 26.300000000000942}",20,0,-135.3841282321278,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
475,False,"{'a': 0.7, 'e': 26.25000000000094}",20,0,-37.544179608216794,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
476,False,"{'a': 0.7, 'e': 26.20000000000094}",20,0,-59.940171849419464,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
477,False,"{'a': 0.7, 'e': 26.15000000000094}",25,9,-112.85089289668788,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 2}",1
478,False,"{'a': 0.7, 'e': 26.10000000000094}",35,0,-68.94226648130419,"{0: 23, 1: 5, 2: 7, 3: 0, 4: 0}",0
479,False,"{'a': 0.7, 'e': 26.05000000000094}",20,0,-176.45556618443362,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
480,False,"{'a': 0.7, 'e': 26.000000000000938}",20,0,-86.41159207204416,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
481,False,"{'a': 0.7, 'e': 25.950000000000937}",20,0,-122.9590734495424,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
482,False,"{'a': 0.7, 'e': 25.900000000000936}",30,0,-308.52420895819887,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 6}",0
483,False,"{'a': 0.7, 'e': 25.850000000000936}",20,0,-140.38535631580467,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
484,False,"{'a': 0.7, 'e': 25.800000000000935}",20,0,-134.3236466655802,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
485,False,"{'a': 0.7, 'e': 25.750000000000934}",20,0,-113.09214332307505,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
486,False,"{'a': 0.7, 'e': 25.700000000000934}",30,0,-242.79010983713343,"{0: 12, 1: 5, 2: 9, 3: 1, 4: 3}",0
487,False,"{'a': 0.7, 'e': 25.650000000000933}",25,0,-150.98967366512056,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
488,False,"{'a': 0.7, 'e': 25.600000000000932}",25,0,-112.27428627023721,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
489,False,"{'a': 0.7, 'e': 25.55000000000093}",25,0,-143.2974965226234,"{0: 12, 1: 3, 2: 8, 3: 1, 4: 1}",0
490,False,"{'a': 0.7, 'e': 25.50000000000093}",20,0,-48.99865137567026,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
491,False,"{'a': 0.7, 'e': 25.45000000000093}",25,0,-96.76276909981796,"{0: 13, 1: 7, 2: 4, 3: 0, 4: 1}",0
492,False,"{'a': 0.7, 'e': 25.40000000000093}",20,0,-68.25933924774489,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
493,False,"{'a': 0.7, 'e': 25.35000000000093}",20,0,-142.8976382867331,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
494,False,"{'a': 0.7, 'e': 25.300000000000928}",20,0,-106.28809788185806,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
495,False,"{'a': 0.7, 'e': 25.250000000000927}",20,0,-86.75174624754405,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
496,False,"{'a': 0.7, 'e': 25.200000000000927}",20,0,-135.8658823473722,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",1
497,False,"{'a': 0.7, 'e': 25.150000000000926}",25,0,-151.82441333941097,"{0: 15, 1: 0, 2: 5, 3: 4, 4: 1}",0
498,False,"{'a': 0.7, 'e': 25.100000000000925}",20,0,-46.421591136504496,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
499,False,"{'a': 0.7, 'e': 25.050000000000924}",30,0,-43.24177157705248,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
500,False,"{'a': 0.7, 'e': 25.000000000000924}",20,0,-103.61636607390824,"{0: 7, 1: 6, 2: 6, 3: 1, 4: 0}",0
501,False,"{'a': 0.7, 'e': 24.950000000000923}",20,0,-68.12874384766096,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
502,False,"{'a': 0.7, 'e': 24.900000000000922}",20,0,-217.5367174918227,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 4}",0
503,False,"{'a': 0.7, 'e': 24.85000000000092}",25,0,-148.64129184739718,"{0: 15, 1: 0, 2: 8, 3: 0, 4: 2}",0
504,False,"{'a': 0.7, 'e': 24.80000000000092}",25,0,-117.78093982217955,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
505,False,"{'a': 0.7, 'e': 24.75000000000092}",20,0,-114.02265007758955,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
506,False,"{'a': 0.7, 'e': 24.70000000000092}",20,0,-104.76890146377842,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
507,False,"{'a': 0.7, 'e': 24.65000000000092}",20,0,-30.51875257513472,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
508,False,"{'a': 0.7, 'e': 24.600000000000918}",20,0,-107.28697925062599,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
509,False,"{'a': 0.7, 'e': 24.550000000000917}",35,0,-146.57160865874852,"{0: 19, 1: 7, 2: 7, 3: 1, 4: 1}",0
510,False,"{'a': 0.7, 'e': 24.500000000000917}",20,2,-24.39217364366533,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
511,False,"{'a': 0.7, 'e': 24.450000000000916}",35,0,-168.95913778481102,"{0: 20, 1: 0, 2: 13, 3: 1, 4: 1}",0
512,False,"{'a': 0.7, 'e': 24.400000000000915}",20,0,-129.3475723836888,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
513,False,"{'a': 0.7, 'e': 24.350000000000914}",30,0,-222.2263626661157,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 4}",0
514,False,"{'a': 0.7, 'e': 24.300000000000914}",20,0,-82.32976394913055,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
515,False,"{'a': 0.7, 'e': 24.250000000000913}",35,0,-215.5140204346206,"{0: 20, 1: 2, 2: 8, 3: 3, 4: 2}",0
516,False,"{'a': 0.7, 'e': 24.200000000000912}",20,0,-111.90234802321774,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
517,False,"{'a': 0.7, 'e': 24.15000000000091}",20,0,-116.09002166612251,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
518,False,"{'a': 0.7, 'e': 24.10000000000091}",35,0,-129.8723512629805,"{0: 17, 1: 6, 2: 12, 3: 0, 4: 0}",0
519,False,"{'a': 0.7, 'e': 24.05000000000091}",35,0,-164.81886154563634,"{0: 18, 1: 9, 2: 6, 3: 0, 4: 2}",0
520,False,"{'a': 0.7, 'e': 24.00000000000091}",30,0,-149.73134524575045,"{0: 15, 1: 5, 2: 8, 3: 1, 4: 1}",0
521,False,"{'a': 0.7, 'e': 23.95000000000091}",25,0,-179.19318666886676,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
522,False,"{'a': 0.7, 'e': 23.900000000000908}",25,0,-151.9616279571227,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
523,False,"{'a': 0.7, 'e': 23.850000000000907}",20,0,-10.736580672600534,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
524,False,"{'a': 0.7, 'e': 23.800000000000907}",25,0,-161.8691960992349,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 3}",0
525,False,"{'a': 0.7, 'e': 23.750000000000906}",30,0,-105.03171372489888,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
526,False,"{'a': 0.7, 'e': 23.700000000000905}",20,0,-136.70895602252259,"{0: 9, 1: 5, 2: 4, 3: 0, 4: 2}",0
527,False,"{'a': 0.7, 'e': 23.650000000000905}",20,0,-97.32106674242254,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
528,False,"{'a': 0.7, 'e': 23.600000000000904}",25,0,-178.78655325875545,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
529,False,"{'a': 0.7, 'e': 23.550000000000903}",35,10,-70.38822551119205,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",1
530,False,"{'a': 0.7, 'e': 23.500000000000902}",35,0,-115.92719944289308,"{0: 22, 1: 6, 2: 5, 3: 1, 4: 1}",0
531,False,"{'a': 0.7, 'e': 23.4500000000009}",30,0,-114.02193104865313,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
532,False,"{'a': 0.7, 'e': 23.4000000000009}",20,0,-61.956616507291855,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
533,False,"{'a': 0.7, 'e': 23.3500000000009}",25,0,-119.07543585157637,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
534,False,"{'a': 0.7, 'e': 23.3000000000009}",25,0,-216.15112951961714,"{0: 13, 1: 2, 2: 6, 3: 0, 4: 4}",0
535,False,"{'a': 0.7, 'e': 23.2500000000009}",20,0,-152.89927919157725,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
536,False,"{'a': 0.7, 'e': 23.200000000000898}",20,0,-81.71145874353999,"{0: 9, 1: 6, 2: 4, 3: 1, 4: 0}",0
537,False,"{'a': 0.7, 'e': 23.150000000000897}",25,0,-116.69719162023385,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
538,False,"{'a': 0.7, 'e': 23.100000000000897}",30,0,-173.5714360578164,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
539,False,"{'a': 0.7, 'e': 23.050000000000896}",30,0,-173.1065876060214,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
540,False,"{'a': 0.7, 'e': 23.000000000000895}",20,8,-85.0168625449824,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 2}",1
541,False,"{'a': 0.7, 'e': 22.950000000000895}",20,0,-102.388666898241,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
542,False,"{'a': 0.7, 'e': 22.900000000000894}",30,0,-111.74500156288286,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
543,False,"{'a': 0.7, 'e': 22.850000000000893}",20,0,-64.42982923893366,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
544,False,"{'a': 0.7, 'e': 22.800000000000892}",20,10,-45.58734144638366,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
545,False,"{'a': 0.7, 'e': 22.75000000000089}",35,16,-17.997202637328396,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 0}",1
546,False,"{'a': 0.7, 'e': 22.70000000000089}",30,0,-73.9343325787908,"{0: 19, 1: 5, 2: 5, 3: 1, 4: 0}",0
547,False,"{'a': 0.7, 'e': 22.65000000000089}",25,0,-158.93016914170298,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
548,False,"{'a': 0.7, 'e': 22.60000000000089}",25,0,-109.02592844570746,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
549,False,"{'a': 0.7, 'e': 22.55000000000089}",30,0,-152.34555153735536,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
550,False,"{'a': 0.7, 'e': 22.500000000000888}",20,0,-219.1559967568668,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 5}",0
551,False,"{'a': 0.7, 'e': 22.450000000000887}",20,0,-57.302976097672584,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
552,False,"{'a': 0.7, 'e': 22.400000000000887}",20,0,-48.65561198312971,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
553,False,"{'a': 0.7, 'e': 22.350000000000886}",30,0,-109.11056276983084,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
554,False,"{'a': 0.7, 'e': 22.300000000000885}",20,0,-74.84631182444237,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
555,False,"{'a': 0.7, 'e': 22.250000000000885}",25,16,-14.991211607739327,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
556,False,"{'a': 0.7, 'e': 22.200000000000884}",20,0,-155.37954778835723,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
